english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
surreptitious,The journalist conducted a surreptitious investigation into corporate fraud.,은밀한,기자는 기업 사기에 대해 은밀한 조사를 수행했다.,密かな,ジャーナリストは企業詐欺について密かな調査を行った。,秘密的,记者对企业欺诈进行了秘密调查。,subrepticio,El periodista llevó a cabo una investigación subrepticia sobre el fraude corporativo.,lén lút,Nhà báo tiến hành cuộc điều tra lén lút về gian lận doanh nghiệp.,แอบแฝง,นักข่าวทำการสืบสวนแอบแฝงเกี่ยวกับการฉ้อโกงของบริษัท,diam-diam,Jurnalis melakukan penyelidikan diam-diam terhadap penipuan perusahaan.
duplicitous,The diplomat's duplicitous behaviour undermined the peace negotiations.,이중적인,외교관의 이중적인 행동은 평화 협상을 약화시켰다.,二枚舌の,外交官の二枚舌の行動は和平交渉を弱体化させた。,两面派的,外交官两面派的行为破坏了和平谈判。,duplicado,El comportamiento duplicado del diplomático socavó las negociaciones de paz.,hai mặt,Hành vi hai mặt của nhà ngoại giao làm suy yếu các cuộc đàm phán hòa bình.,สองหน้า,พฤติกรรมสองหน้าของนักการทูตบ่อนทำลายการเจรจาสันติภาพ,bermuka dua,Perilaku bermuka dua diplomat tersebut merusak negosiasi perdamaian.
untenable,The defendant's position became untenable once the new evidence was presented.,지지할 수 없는,새로운 증거가 제시되자 피고의 입장은 지지할 수 없게 되었다.,維持できない,新しい証拠が提示されると被告の立場は維持できなくなった。,站不住脚的,一旦新证据被提出，被告的立场就站不住脚了。,insostenible,La posición del acusado se volvió insostenible una vez presentadas las nuevas pruebas.,không thể bảo vệ được,Lập trường của bị cáo trở nên không thể bảo vệ được khi bằng chứng mới được đưa ra.,ไม่สามารถยืนยันได้,จุดยืนของจำเลยกลายเป็นสิ่งที่ไม่สามารถยืนยันได้เมื่อหลักฐานใหม่ถูกนำเสนอ,tidak dapat dipertahankan,Posisi terdakwa menjadi tidak dapat dipertahankan setelah bukti baru disajikan.
disparate,The study examined disparate communities across three continents.,이질적인,그 연구는 세 대륙에 걸친 이질적인 공동체를 조사했다.,異質な,その研究は三つの大陸にまたがる異質なコミュニティを調査した。,截然不同的,该研究考察了三大洲截然不同的社区。,dispar,El estudio examinó comunidades dispares en tres continentes.,khác biệt,Nghiên cứu khảo sát các cộng đồng khác biệt trên ba lục địa.,แตกต่างกัน,การศึกษาตรวจสอบชุมชนที่แตกต่างกันในสามทวีป,berbeda-beda,Studi tersebut meneliti komunitas yang berbeda-beda di tiga benua.
tantamount,Ignoring climate data is tantamount to denying scientific evidence.,~에 다름없는,기후 데이터를 무시하는 것은 과학적 증거를 부정하는 것에 다름없다.,等しい,気候データを無視することは科学的証拠を否定するのと等しい。,等同于,忽视气候数据等同于否认科学证据。,equivalente,Ignorar los datos climáticos es equivalente a negar la evidencia científica.,tương đương,Bỏ qua dữ liệu khí hậu tương đương với việc phủ nhận bằng chứng khoa học.,เท่ากับ,การเพิกเฉยต่อข้อมูลภูมิอากาศเท่ากับการปฏิเสธหลักฐานทางวิทยาศาสตร์,sama saja,Mengabaikan data iklim sama saja dengan menyangkal bukti ilmiah.
pellucid,The author's pellucid prose made the philosophical concepts remarkably clear.,명료한,저자의 명료한 문체는 철학적 개념을 매우 명확하게 만들었다.,明晰な,著者の明晰な散文は哲学的概念を驚くほど明確にした。,清晰的,作者清晰的文笔使哲学概念变得非常易懂。,pelúcido,La prosa pelúcida del autor hizo que los conceptos filosóficos fueran notablemente claros.,trong suốt,Văn phong trong suốt của tác giả làm cho các khái niệm triết học trở nên rõ ràng.,แจ่มแจ้ง,ร้อยแก้วที่แจ่มแจ้งของผู้เขียนทำให้แนวคิดทางปรัชญาชัดเจนอย่างน่าทึ่ง,jernih,Prosa jernih penulis membuat konsep filosofis menjadi sangat jelas.
inimical,Excessive bureaucracy is inimical to innovation and economic growth.,적대적인,과도한 관료주의는 혁신과 경제 성장에 적대적이다.,敵対的な,過度な官僚主義はイノベーションと経済成長に敵対的である。,有害的,过度的官僚主义不利于创新和经济增长。,hostil,La burocracia excesiva es hostil a la innovación y el crecimiento económico.,thù địch,Bộ máy quan liêu quá mức là thù địch với đổi mới và tăng trưởng kinh tế.,เป็นปฏิปักษ์,ระบบราชการที่มากเกินไปเป็นปฏิปักษ์ต่อนวัตกรรมและการเติบโตทางเศรษฐกิจ,bertentangan,Birokrasi berlebihan bertentangan dengan inovasi dan pertumbuhan ekonomi.
axiomatic,It is axiomatic that scientific claims must be supported by empirical evidence.,자명한,과학적 주장은 경험적 증거로 뒷받침되어야 한다는 것은 자명하다.,自明の,科学的主張は経験的証拠に裏付けられなければならないことは自明である。,不言自明的,科学主张必须有实证支持，这是不言自明的。,axiomático,Es axiomático que las afirmaciones científicas deben estar respaldadas por evidencia empírica.,hiển nhiên,Điều hiển nhiên là các tuyên bố khoa học phải được hỗ trợ bởi bằng chứng thực nghiệm.,เป็นสัจพจน์,เป็นสัจพจน์ว่าข้อเรียกร้องทางวิทยาศาสตร์ต้องได้รับการสนับสนุนจากหลักฐานเชิงประจักษ์,aksiomatis,Sudah aksiomatis bahwa klaim ilmiah harus didukung oleh bukti empiris.
vociferous,The vociferous opposition to the policy led to its eventual withdrawal.,격렬한,그 정책에 대한 격렬한 반대는 결국 정책 철회로 이어졌다.,声高な,その政策に対する声高な反対は最終的に撤回につながった。,强烈的,对该政策的强烈反对最终导致其撤回。,vociferante,La oposición vociferante a la política llevó a su eventual retiro.,ồn ào,Sự phản đối ồn ào đối với chính sách dẫn đến việc rút lại cuối cùng.,ส่งเสียงดัง,การคัดค้านอย่างส่งเสียงดังต่อนโยบายนำไปสู่การถอนนโยบายในที่สุด,lantang,Penentangan yang lantang terhadap kebijakan tersebut menyebabkan penarikannya.
vitriolic,The vitriolic debate between the candidates alienated many moderate voters.,신랄한,후보자들 간의 신랄한 토론은 많은 온건한 유권자들을 소외시켰다.,辛辣な,候補者間の辛辣な討論は多くの穏健な有権者を遠ざけた。,尖酸刻薄的,候选人之间尖酸刻薄的辩论疏远了许多温和选民。,vitriólico,El debate vitriólico entre los candidatos alienó a muchos votantes moderados.,cay độc,Cuộc tranh luận cay độc giữa các ứng cử viên làm xa lánh nhiều cử tri ôn hòa.,รุนแรง,การอภิปรายอย่างรุนแรงระหว่างผู้สมัครทำให้ผู้มีสิทธิเลือกตั้งสายกลางหลายคนรู้สึกแปลกแยก,pedas,Debat pedas antara para kandidat membuat banyak pemilih moderat menjauh.
